PID,RegistrationID,AssessmentName,InstrumentID,InstrumentName,ItemID,Response,Score,TScore,TScoreStandardError,Theta,ThetaStandardError,Position,ResponseTime,DateCreated,NumberFormatting
567,F117EF5E-822B-4100-BB6F-EAD051CDF54E,MR RT 21023 4,B82FA511-D414-4E67-9645-3E0BA3C044FA,Mullen Receptive,RL15,1,1,,,,,8,,2023-02-10T10:43:20-0600,xxxx.x
567,F117EF5E-822B-4100-BB6F-EAD051CDF54E,MR RT 21023 4,B82FA511-D414-4E67-9645-3E0BA3C044FA,Mullen Receptive,RL16,1,1,,,,,9,,2023-02-10T10:43:21-0600,xxxx.x
567,F117EF5E-822B-4100-BB6F-EAD051CDF54E,MR RT 21023 4,B82FA511-D414-4E67-9645-3E0BA3C044FA,Mullen Receptive,RL17,1,1,,,,,10,,2023-02-10T10:43:23-0600,xxxx.x
567,F117EF5E-822B-4100-BB6F-EAD051CDF54E,MR RT 21023 4,B82FA511-D414-4E67-9645-3E0BA3C044FA,Mullen Receptive,RL18_instruction,1,,,,,,11,,2023-02-10T10:44:09-0600,xxxx.x
567,F117EF5E-822B-4100-BB6F-EAD051CDF54E,MR RT 21023 4,B82FA511-D414-4E67-9645-3E0BA3C044FA,Mullen Receptive,RL18_image,1,,,,,,12,,2023-02-10T10:44:10-0600,xxxx.x
567,F117EF5E-822B-4100-BB6F-EAD051CDF54E,MR RT 21023 4,B82FA511-D414-4E67-9645-3E0BA3C044FA,Mullen Receptive,RL18,1|2|3|5|6|7,3,,,,,13,,2023-02-10T10:44:26-0600,xxxx.x
567,F117EF5E-822B-4100-BB6F-EAD051CDF54E,MR RT 21023 4,B82FA511-D414-4E67-9645-3E0BA3C044FA,Mullen Receptive,RL20,1,1,,,,,14,,2023-02-10T10:44:30-0600,xxxx.x
567,F117EF5E-822B-4100-BB6F-EAD051CDF54E,MR RT 21023 4,B82FA511-D414-4E67-9645-3E0BA3C044FA,Mullen Receptive,RL22,1|2|3,3,,,,,15,,2023-02-10T10:44:40-0600,xxxx.x
567,A6951D82-F9A8-466A-9BE1-07CC09804C8F,MR RT 21023 9,0ACCB401-686E-4453-853F-2E5E3DCD3843,Mullen Receptive,Mullen_Rec_Title,1,,,,,,1,,2023-02-10T11:05:50-0600,xxxx.x
567,A6951D82-F9A8-466A-9BE1-07CC09804C8F,MR RT 21023 9,0ACCB401-686E-4453-853F-2E5E3DCD3843,Mullen Receptive,Mullen_Rec_Instructions,1,,,,,,2,,2023-02-10T11:05:51-0600,xxxx.x
567,A6951D82-F9A8-466A-9BE1-07CC09804C8F,MR RT 21023 9,0ACCB401-686E-4453-853F-2E5E3DCD3843,Mullen Receptive,RL22,0,0,,,,,3,,2023-02-10T11:06:32-0600,xxxx.x
567,A6951D82-F9A8-466A-9BE1-07CC09804C8F,MR RT 21023 9,0ACCB401-686E-4453-853F-2E5E3DCD3843,Mullen Receptive,RL20,1,1,,,,,4,,2023-02-10T11:06:36-0600,xxxx.x
567,0509AFD3-ACBD-425A-9F82-C0A002658569,MR RT 21023 1,AA56243C-193A-482D-956C-A5844F6F409E,Mullen Receptive,Mullen_Rec_Title,1,,,,,,1,,2023-02-10T10:25:53-0600,xxxx.x
567,0509AFD3-ACBD-425A-9F82-C0A002658569,MR RT 21023 1,AA56243C-193A-482D-956C-A5844F6F409E,Mullen Receptive,Mullen_Rec_Instructions,1,,,,,,2,,2023-02-10T10:26:36-0600,xxxx.x
567,0509AFD3-ACBD-425A-9F82-C0A002658569,MR RT 21023 1,AA56243C-193A-482D-956C-A5844F6F409E,Mullen Receptive,RL5,1,1,,,,,3,,2023-02-10T10:28:27-0600,xxxx.x
567,0509AFD3-ACBD-425A-9F82-C0A002658569,MR RT 21023 1,AA56243C-193A-482D-956C-A5844F6F409E,Mullen Receptive,RL6,1,1,,,,,4,,2023-02-10T10:28:44-0600,xxxx.x
567,0509AFD3-ACBD-425A-9F82-C0A002658569,MR RT 21023 1,AA56243C-193A-482D-956C-A5844F6F409E,Mullen Receptive,RL9,1,1,,,,,5,,2023-02-10T10:28:49-0600,xxxx.x
567,0509AFD3-ACBD-425A-9F82-C0A002658569,MR RT 21023 1,AA56243C-193A-482D-956C-A5844F6F409E,Mullen Receptive,RL10,1,1,,,,,6,,2023-02-10T10:28:53-0600,xxxx.x
567,0509AFD3-ACBD-425A-9F82-C0A002658569,MR RT 21023 1,AA56243C-193A-482D-956C-A5844F6F409E,Mullen Receptive,RL13,1,1,,,,,7,,2023-02-10T10:28:57-0600,xxxx.x
567,0509AFD3-ACBD-425A-9F82-C0A002658569,MR RT 21023 1,AA56243C-193A-482D-956C-A5844F6F409E,Mullen Receptive,RL15,1,1,,,,,8,,2023-02-10T10:29:04-0600,xxxx.x
567,0509AFD3-ACBD-425A-9F82-C0A002658569,MR RT 21023 1,AA56243C-193A-482D-956C-A5844F6F409E,Mullen Receptive,RL16,1,1,,,,,9,,2023-02-10T10:29:10-0600,xxxx.x
567,0509AFD3-ACBD-425A-9F82-C0A002658569,MR RT 21023 1,AA56243C-193A-482D-956C-A5844F6F409E,Mullen Receptive,RL17,1,1,,,,,10,,2023-02-10T10:29:15-0600,xxxx.x
567,0509AFD3-ACBD-425A-9F82-C0A002658569,MR RT 21023 1,AA56243C-193A-482D-956C-A5844F6F409E,Mullen Receptive,RL18_instruction,1,,,,,,11,,2023-02-10T10:29:20-0600,xxxx.x
567,0509AFD3-ACBD-425A-9F82-C0A002658569,MR RT 21023 1,AA56243C-193A-482D-956C-A5844F6F409E,Mullen Receptive,RL18_image,1,,,,,,12,,2023-02-10T10:29:22-0600,xxxx.x
567,0509AFD3-ACBD-425A-9F82-C0A002658569,MR RT 21023 1,AA56243C-193A-482D-956C-A5844F6F409E,Mullen Receptive,RL18,1|2,1,,,,,13,,2023-02-10T10:29:37-0600,xxxx.x
567,0509AFD3-ACBD-425A-9F82-C0A002658569,MR RT 21023 1,AA56243C-193A-482D-956C-A5844F6F409E,Mullen Receptive,RL20,1,1,,,,,14,,2023-02-10T10:29:45-0600,xxxx.x
567,0509AFD3-ACBD-425A-9F82-C0A002658569,MR RT 21023 1,AA56243C-193A-482D-956C-A5844F6F409E,Mullen Receptive,RL22,2,1,,,,,15,,2023-02-10T10:29:54-0600,xxxx.x
